ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STRAT,CNTAB,REL,MIN,QMIN,MAX,MIDPT-ELEV,QMAX,CP,RP,SUB,MICRO,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
PASSERIFORMES,THRAUPINAE,Diglossa,indigotica,3652.01,M,C,UT,F,700,,2200,1500,,3,2,WES,,2,1,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,chrysostoma,87,H,W,LS,F,0,,0,0,,4,2,,,1,1,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,immutabilis,90,H,W,LT,R,0,,0,0,,3,3,,,1,1,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,irrorata,91,H,W,LT,F,0,,0,0,,3,2,GAL,,1,1,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,melanophris,92,H,W,LS,C,0,,0,0,,4,3,,,2,1,A12,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y
APODIFORMES,TROCHILIDAE,Discosura,longicauda,1197,M,C,LT,U,0,,700,700,,4,3,,,2,3,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,
PASSERIFORMES,EMBERIZINAE,Diuca,speculifera,3176,M,T,UM,F/P,4300,,5200,900,,4,3,AWA,,1,1,N9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Diuca,diuca,3175,L,T,LS,C,0,,2000,2000,,4,3,,,3,4,N1,N2,N14,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,,Y
PASSERIFORMES,ICTERIDAE,Dives,warszewiczi,3925,L,T/M,LT,C,0,,2500,2500,,4,3,,,2,3,F8,F15,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,
PASSERIFORMES,ICTERIDAE,Dives,dives,3924,L,T/M,LT,C,0,,1000,1000,,4,3,,,3,2,F1E,F15,F8,,,,,E,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,ICTERIDAE,Dives,atroviolacea,3923,L,T/M,LT,C,0,,500,500,+,4,3,CUB,,3,1,F1E,F8,F15,,,,,E,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Dolospingus,fringilloides,3263,M,U,LT,U,0,,0,0,,4,2,RNW,,1,1,F12,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
PASSERIFORMES,TROGLODYTIDAE,Donacobius,atricapillus,2893.5,M,U,LT,C,0,,800,800,,4,3,,,1,6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,EMBERIZINAE,Donacospiza,albifrons,3174,L,U,LT,F/P,0,,1000,1000,,4,3,,,3,3,N6,N7,A1,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,
APODIFORMES,TROCHILIDAE,Doricha,enicura,1413,L,U/C,UT,F/P,1000,,2100,1100,,4,3,CAH,,2,1,F4E,N14,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Doricha,eliza,1412,L,U/C,LT,U,0,,0,0,,3,2,YUC,,1,1,N1,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Doryfera,ludoviciae,1114,M,U/M,MM,U,1200,,2800,1600,,4,3,,R,1,3,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,
APODIFORMES,TROCHILIDAE,Doryfera,johannae,1113,M,U/M,HT,U,400,,1600,1200,,4,3,,R,2,3,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,
CUCULIFORMES,CUCULIDAE,Dromococcyx,pavoninus,972,H,T/U,LT,U/P,0,,1600,1600,,4,3,,B,2,6,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,,Y,,
CUCULIFORMES,CUCULIDAE,Dromococcyx,phasianellus,973,M,T,LT,U,0,,1600,1600,,4,3,,,3,7,F1,F2,F7,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,caudata,2097,M,U,UT,F/P,1200,,2500,1300,,4,3,,B,2,2,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,genei,2101,M,U,UT,C,1150,,2200,1050,,3,2,SOU,B,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,rubricollis,2104,M,U,UT,C,0,,2000,2000,,3,2,SOU,B,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,ochropyga,2103,M,U,UT,F,650,,1300,650,,3,2,SOU,B,2,1,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,ferruginea,2100,M,U,HT,C,0,,1250,1250,,4,2,o,B,2,1,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,(devillei) devillei,2098,H,U,LT,F/P,0,,1050,1050,,4,3,,B,1,2,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,malura,2102,M,U,LT,F/P,0,,950,950,,3,2,SOU,V,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,squamata,2105,M,U,LT,C,0,,600,600,,4,2,o,,2,1,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Drymophila,(devillei) subochracea,2098.01,H,U,LT,F/P,0,,0,0,,3,2,o,B,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
PASSERIFORMES,DENDROCOLAPTIDAE,Drymornis,bridgesii,1710,M,T/M,LT,?,0,,1000,1000,+,4,2,CHA,,2,1,F7,N1,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PICIFORMES,PICIDAE,Dryocopus,lineatus,1687,L,C,LT,C,0,,1550,1550,,4,3,,,6,9,F3,F8,F15,F1E,F7,F4E,,E,,Y,E,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,Y,,,,,Y,,Y,Y,Y,Y,,
PICIFORMES,PICIDAE,Dryocopus,galeatus,1686,H,M/C,LT,R,0,,800,800,,1,1,SOU,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PICIFORMES,PICIDAE,Dryocopus,schulzi,1688,H,C,LT,U,0,,0,0,,3,2,CHA,,2,1,F7,F15,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,THRAUPINAE,Dubusia,taeniata,3530,H,U/M,UM,U,2000,,3600,1600,,4,3,,,2,2,F5,F4,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,DULIDAE,Dulus,dominicus,2889,L,C,LT,C,0,,1800,1800,,4,3,HIS,,3,1,F15,F7E,F1E,,,,,E,,,,,,E,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Dysithamnus,mentalis,2031,M,U/M,UT,C,600,,2200,1600,,4,3,,,2,10,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,Y,,Y,,,,Y,Y,,
PASSERIFORMES,FORMICARIIDAE,Dysithamnus,xanthopterus,2035,M,M/C,UT,U/P,800,,1700,900,,3,2,SOU,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Dysithamnus,stictothorax,2033,M,M,HT,F,0,,1200,1200,,3,2,SOU,,2,1,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FORMICARIIDAE,Dysithamnus,puncticeps,2032,H,U/M,LT,U,0,,1000,1000,,3,2,,,1,2,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Dysithamnus,striaticeps,2034,M,U/M,HT,U?,0,,800,800,,3,2,o,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Egretta,alba,205,L,T/W,LT,C,0,,1500,1500,,4,3,,,5,16,A1,A2,A3,A4,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,,,,,Y,,Y,,Y,,Y,,Y,Y,Y,,Q,Y,Y,,Y,Y,Y,Y,Y,Y
CICONIIFORMES,ARDEIDAE,Egretta,thula,207,L,T/W,LT,C,0,,1500,1500,,4,3,,,5,14,A1,A2,A3,A4,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,,,,,Y,Y,Y,,Y,,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,
PASSERIFORMES,TYRANNIDAE,Elaenia,frantzii,2327,L,C,MM,C,900,,3600,2700,,4,2,,,2,3,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,albiceps,2321,L,C,LS,C,0,,3300,3300,,4,3,,,4,6,F9,F4E,F15,N3,,,,,,,E,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,Y,,,Y
PASSERIFORMES,TYRANNIDAE,Elaenia,pallatangae,2332,L,C,MM,F,2200,,3300,1100,,4,3,,,2,3,F4E,F15,,,,,,,,,E,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,chiriquensis,2322,L,C,LT,C,0,,3000,3000,,4,2,,,4,8,N4,N6,F12,N14,,,,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Elaenia,obscura,2331,M,M/C,UT,U,750,,2800,2050,,4,2,,,5,3,F4E,F1E,F15,F8,N11,,,E,,,E,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Elaenia,dayi,2324,M,C,MM,U/F,1500,,2600,1100,,4,3,o,,2,1,F5,N3,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,strepera,2338,M,C,MM,U?,1500,,2400,900,,4,2,,,1,2,F7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,mesoleuca,2330,L,C,UT,C,0,,2100,2100,,4,3,,,5,2,F4,F1,F15,F9,F8,,,Y,,,Y,,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Elaenia,fallax,2325,M,C,UT,F,500,,2000,1500,,3,2,o,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,flavogaster,2326,L,C,LT,C,0,,1700,1700,,4,3,,,4,9,N14,N11,F15E,N4,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,Y,Y,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Elaenia,ruficeps,2336,M,C,LT,F,0,,1400,1400,,4,2,,,2,2,F12,F8E,,,,,,,,,,,,,E,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,cristata,2323,M,C,LT,F,0,,1350,1350,,4,3,,,4,4,N4,N6,F12,N1,,,,,,,,,,,,,,,Y,,,,Y,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,gigas,2328,L,C,HT,U/P,0,,1200,1200,,4,2,,,3,2,N11,N14,F15,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,parvirostris,2333,L,C,LT,C,0,,1000,1000,+,4,3,,,3,2,F8,F7,F15,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,
PASSERIFORMES,TYRANNIDAE,Elaenia,spectabilis,2337,L,C,LT,C,0,,1000,1000,+,4,3,,,2,2,F8,F15,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,
PASSERIFORMES,TYRANNIDAE,Elaenia,martinica,2329,L,C,LT,C,0,,700,700,+,4,3,,,3,3,F1,F7,F15,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,pelzelni,2334,M,C,LT,U/P,0,,0,0,,4,2,,,1,2,F3,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,ridleyana,2335,L,M/C,LT,F,0,,0,0,,4,2,FDN,,2,1,F7,N14,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
FALCONIFORMES,ACCIPITRIDAE,Elanoides,forficatus,325,M,C/A,LT,U,0,,1800,1800,,4,2,,,3,11,F1,F7,F10,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,Y,Y,,Y,,Y,Y,Y,Y,,
FALCONIFORMES,ACCIPITRIDAE,Elanus,leucurus,327,L,C/A,LT,U/P,0,,2600,2600,,4,2,,,5,8,N13,N14,N6,N1,N2,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,,,,,,Y,,Y,,Y,Y,,
CORACIIFORMES,MOMOTIDAE,Electron,platyrhynchum,1481,M,M,LT,F/P,0,,1100,1100,,4,3,,,2,4,F1,F15?,,,,,,Y,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,Y,,,,
CORACIIFORMES,MOMOTIDAE,Electron,carinatum,1480,H,M,LT,R,0,,900,900,,3,2,,,2,3,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Eleothreptus,anomalus,1083,M,T?,HT,R?,0,,1100,1100,,3,2,,,1,3,A1?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,
APODIFORMES,TROCHILIDAE,Elvira,chionura,1282,M,U,UT,F,900,,2000,1100,,4,3,CHR,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Elvira,cupreiceps,1283,M,U,UT,F,700,,1500,800,,3,2,CHR,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Emberizoides,(herbicola) duidae,3214,H,U,MM,?,1300,,2100,800,,3,1,o,,1,1,N5,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
PASSERIFORMES,EMBERIZINAE,Emberizoides,(herbicola) herbicola,3215,L,U,LT,C,0,,1900,1900,,4,3,,,3,5,N6,N5,N14,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,,
PASSERIFORMES,EMBERIZINAE,Emberizoides,ypiranganus,3216,M,U,LT,F,0,,1100,1100,,3,2,,,2,2,A1,N7,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,
PASSERIFORMES,EMBERIZINAE,Embernagra,longicauda,3217,M,T/U,UT,U,700,,1300,600,,3,1,CER,,1,1,N2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,EMBERIZINAE,Embernagra,platensis,3218,L,T/U,LS,C,0,,1200,1200,,4,3,,,4,3,N6,N7,N2,A1,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,
PASSERIFORMES,TYRANNIDAE,Empidonax,affinis,2521,M,M/C,UM,U/F,1800,,4000,2200,,4,2,NMM,,2,1,F10,F11,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,occidentalis,2534,L,U/M,MM,F,1250,,3400,2150,,4,3,,,3,1,F11,F10,F4,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,atriceps,2524,M,U/M,UM,F,2100,,3300,1200,,4,3,CHR,,2,1,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,difficilis,2525,L,U/M,LS,F,1500,,3000,1500,,4,3,,,1,1,F8,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,flavescens,2527,L,U/M,UT,F,900,,2800,1900,,4,3,,,2,2,F4,F11,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,albigularis,2522,L,U/M,UT,U,900,,2600,1700,,4,3,,,2,4,N14,N11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,fulvifrons,2529,M,U/M,MM,U,600,,2500,1900,,4,3,o,,4,1,F11,F10,F7,N2,,,,,,,,,,Y,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,griseipectus,2530,M,M,HT,U,0,,1700,1700,,2,2,MAN,,2,1,F7,F1,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Empidonax,euleri,2526,M,M,LT,F,0,,1350,1350,,4,3,,,3,7,F1,F4,F15,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Empidonomus,aurantioatrocristatus,2676,L,C,LT,F,0,,1800,1800,,4,3,,,2,3,F7,F8,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,
PASSERIFORMES,TYRANNIDAE,Empidonomus,varius,2677,L,C,LT,F,0,,1200,1200,+,4,3,,,4,5,F7E,F1E,F8,F15,,,,E,,,,,,E,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,
PSITTACIFORMES,PSITTACIDAE,Enicognathus,ferrugineus,859,M,C,US?,F,0,,2000,2000,,4,3,o,,1,1,F9,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Enicognathus,leptorhynchus,860,M,C,LS,?,0,,1000,1000,,3,2,,,1,2,F9,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,
APODIFORMES,TROCHILIDAE,Ensifera,ensifera,1341,M,U/C,UM,U/P,2200,,3600,1400,,4,3,,,2,2,F4,F5,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TURDINAE,Entomodestes,leucotis,3019,H,M/C,MM,F,900,,2700,1800,,4,3,o,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TURDINAE,Entomodestes,coracinus,3018,H,M/C,UT,U/P,400,,1900,1500,,4,2,WES,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Eremobius,phoenicurus,1770,M,T/U,LS,F/U,0,,1200,1200,,4,3,,,2,2,N1,N7,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y
PASSERIFORMES,ALAUDIDAE,Eremophila,alpestris,2838,L,T,US,U/P,0,,3750,3750,,4,2,,,3,5,N8,N13,N1,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,Y,Y,,,,,Y,,,,,,,,,,
