ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STRAT,CNTAB,REL,MIN,QMIN,MAX,MIDPT-ELEV,QMAX,CP,RP,SUB,MICRO,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
PASSERIFORMES,TYRANNIDAE,Myiopagis,subplacens,2319,H,C,HT,F,0,,1750,1750,,3,3,MAN,,2,1,F7,F8,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,viridicata,2320,M,C,LT,F,0,,1700,1700,,4,3,,,4,8,F1,F7,F8,F15,,,,Y,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,cotta,2315,M,C,HT,F,0,,1400,1400,,4,3,JAM,,3,1,F1,F4,F15,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,gaimardii,2317,M,C,LT,C,0,,1000,1000,,4,3,,,3,5,F1,F8,F15,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,caniceps,2314,M,C,LT,F/P,0,,900,900,,4,3,,,1,6,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,Y,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,leucospodia,2318,M,C,LT,F,0,,800,800,,4,3,MAN,,2,1,N1,N11,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,flavivertex,2316,H,M,LT,U,0,,0,0,,4,3,,,1,2,F2,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,ochraceiventris,2498,H,M/C,UM,F,2800,,3350,550,,4,3,o,,2,1,F4,F5,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,lintoni,2497,H,M/C,MM,U,2250,,2750,500,,2,2,EAS,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,flavicans,2495,M,M,MM,F,1500,,2700,1200,,4,3,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,pulcher,2500,H,M/C,MM,F/P,1500,,2600,1100,,4,2,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,fasciatus,2494,L,U,LT,F,0,,2000,2000,,4,3,,,3,10,N14,N11,N12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,
PASSERIFORMES,TYRANNIDAE,Myiophobus,inornatus,2496,H,U,UT,U,1350,,2000,650,,4,2,COC,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,roraimae,2501,H,U,UT,F/P,900,,1900,1000,,3,2,,,1,3,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,phoenicomitra,2499,H,U,UT,U,1100,,1400,300,,4,3,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiophobus,cryptoxanthus,2493,M,U,UT,U,900,,1100,200,,4,2,,,1,2,F4E,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Myiopsitta,monachus,861,L,C,LS,C,0,,1800,1800,,4,2,,,2,3,F15,F8,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,
PASSERIFORMES,TYRANNIDAE,Myiornis,auricularis,2411,L,M/C,LT,F,0,,1250,1250,,4,3,o,,2,1,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,TYRANNIDAE,Myiornis,albiventris,2409,H,C,HT,F/U,600,,1200,600,,3,2,o,V,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiornis,ecaudatus,2412,M,C,LT,F,0,,950,950,,4,3,,,2,3,F2,F1,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,TYRANNIDAE,Myiornis,atricapillus,2410,M,C,LT,U,0,,700,700,,4,3,,,1,2,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiotheretes,rufipennis,2561,M,T/U,UM,U/P,3100,,4400,1300,,3,2,AWA,,2,1,F6,N2,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiotheretes,erythropygius,2557,M,T/C,UM,U/P,2900,,4100,1200,,4,2,,,3,2,F5,N10,F6,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiotheretes,fumigatus,2558,M,C,UM,U,1800,,3600,1800,,4,3,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiotheretes,striaticollis,2562,L,C,UM,F,1500,,3600,2100,,4,3,,,4,2,F4E,F15,N3,N14,,,,,,,E,,,,,,,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiotheretes,fuscorufus,2559,M,C,UM,U,2200,,3500,1300,,4,3,o,,2,1,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
